Date,Close,High,Low,Open,Volume,Return,MA7,MA21
1997-05-15,0.0979169979691505,0.125,0.0963540002703666,0.1218750029802322,1443120000,,0.0979169979691505,0.0979169979691505
1997-05-16,0.0864579975605011,0.0989580005407333,0.0854170024394989,0.0984380021691322,294000000,-0.12446144162752941,0.0921874977648258,0.0921874977648258
1997-05-19,0.0854170024394989,0.0885419994592666,0.0812499970197677,0.0880210027098655,122136000,-0.012113545895940632,0.08993066598971683,0.08993066598971683
1997-05-20,0.0817710012197494,0.0874999985098838,0.0817710012197494,0.0864579975605011,109344000,-0.04362250033604215,0.08789074979722497,0.08789074979722497
1997-05-21,0.0713540017604827,0.0822919979691505,0.0687500014901161,0.0817710012197494,377064000,-0.13626924374795207,0.08458340018987652,0.08458340018987652
1997-05-22,0.0697920024394989,0.0723960027098655,0.0656249970197677,0.0718749985098838,235536000,-0.02213400371873407,0.08211816723148026,0.08211816723148026
1997-05-23,0.0750000029802322,0.0760419964790344,0.0666669979691505,0.0703129991889,318744000,0.07196872829967377,0.0811012866241591,0.0811012866241591
1997-05-27,0.0791670009493827,0.0822919979691505,0.0729169994592666,0.0755209997296333,173952000,0.054071404043450705,0.07842271562133514,0.08085950091481205
1997-05-28,0.0765630006790161,0.0817710012197494,0.0765630006790161,0.0812499970197677,91488000,-0.03344561711749929,0.07700914463826584,0.08038211199972362
1997-05-29,0.0752599984407424,0.0770829990506172,0.0739580020308494,0.0770829990506172,69456000,-0.017165175751677506,0.07555814406701492,0.07986990064382549
1997-05-30,0.0750000029802322,0.0755209997296333,0.0739580020308494,0.0750000029802322,51888000,-0.0034606111742740133,0.07459085860422675,0.07942718267440792
1997-06-02,0.0755209997296333,0.0765630006790161,0.0750000029802322,0.0755209997296333,11832000,0.006922606422241669,0.0751861440283911,0.07910166742901004
1997-06-03,0.0739580020308494,0.0765630006790161,0.0739580020308494,0.0765630006790161,23664000,-0.020913367726324784,0.07578128682715547,0.07870600085992076
1997-06-04,0.0708329975605011,0.0744789987802505,0.0697920024394989,0.0739580020308494,61608000,-0.04317243260586685,0.07518600033862245,0.07814364348139079
1997-06-05,0.0770829990506172,0.0770829990506172,0.0687500014901161,0.0708329975605011,113448000,0.08455779171159099,0.07488828578165596,0.07807293385267254
1997-06-06,0.0828130021691322,0.0854170024394989,0.0755209997296333,0.0757810026407241,156144000,0.07170232901691935,0.07578114313738683,0.07836918812245126
1997-06-09,0.0843750014901161,0.0854170024394989,0.0828130021691322,0.0828130021691322,47040000,0.018686086762029593,0.07708328643015451,0.07872247126172567
